# ratio: tcgplayer / cardmarket
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
"Luminaris, Angel's Glow",Heavy Hitters,normal,HVY254,-53.5%,listing/low,,,,,,
Lunging Press,Heavy Hitters,normal,HVY234,+350.0%,listing/low,,,,,,
Mighty Windup (Blue),Heavy Hitters,normal,HVY145,,,,,,,,
Mighty Windup (Red),Heavy Hitters,normal,HVY143,+300.0%,listing/low,,,,,,
Mighty Windup (Yellow),Heavy Hitters,normal,HVY144,+300.0%,listing/low,,,,,,
Miller's Grindstone,Heavy Hitters,normal,HVY050,+177.8%,listing/low,,,,,,
Mini Meataxe,Heavy Hitters,normal,HVY007,+650.0%,listing/low,,,,,,
Money Where Ya Mouth Is (Blue),Heavy Hitters,normal,HVY237,+300.0%,listing/low,,,,,,
Money Where Ya Mouth Is (Red),Heavy Hitters,normal,HVY235,+300.0%,listing/low,,,,,,
Money Where Ya Mouth Is (Yellow),Heavy Hitters,normal,HVY236,+250.0%,listing/low,,,,,,
Monstrous Veil,Heavy Hitters,normal,HVY010,+650.0%,listing/low,,,,,,
Nasty Surprise,Heavy Hitters,normal,HVY207,-2.6%,listing/low,,,,,,
No Fear,Heavy Hitters,normal,HVY016,-10.0%,listing/low,,,,,,
"Olympia, Prized Fighter",Heavy Hitters,normal,HVY092,+75.0%,listing/low,,,,,,
Over the Top (Blue),Heavy Hitters,normal,HVY067,+600.0%,listing/low,,,,,,
Over the Top (Red),Heavy Hitters,normal,HVY065,+400.0%,listing/low,,,,,,
Over the Top (Yellow),Heavy Hitters,normal,HVY066,+650.0%,listing/low,,,,,,
Overcome Adversity,Heavy Hitters,normal,HVY201,+0.0%,listing/low,,,,,,
Pack Call (Blue),Heavy Hitters,normal,HVY022,+600.0%,listing/low,,,,,,
Pack Call (Red),Heavy Hitters,normal,HVY020,+650.0%,listing/low,,,,,,
Pack Call (Yellow),Heavy Hitters,normal,HVY021,+400.0%,listing/low,,,,,,
Pack Hunt (Blue),Heavy Hitters,normal,HVY034,+200.0%,listing/low,,,,,,
Pack Hunt (Red),Heavy Hitters,normal,HVY032,+300.0%,listing/low,,,,,,
Pack Hunt (Yellow),Heavy Hitters,normal,HVY033,+0.0%,listing/low,,,,,,
Parry Blade,Heavy Hitters,normal,HVY096,+650.0%,listing/low,,,,,,
Pay Up,Heavy Hitters,normal,HVY208,+164.7%,listing/low,,,,,,
Performance Bonus (Blue),Heavy Hitters,normal,HVY227,+400.0%,listing/low,,,,,,
Performance Bonus (Red),Heavy Hitters,normal,HVY225,+250.0%,listing/low,,,,,,
Performance Bonus (Yellow),Heavy Hitters,normal,HVY226,+300.0%,listing/low,,,,,,
Pint of Strong and Stout,Heavy Hitters,normal,HVY089,+400.0%,listing/low,,,,,,
Pound Town (Blue),Heavy Hitters,normal,HVY037,+300.0%,listing/low,,,,,,
Pound Town (Red),Heavy Hitters,normal,HVY035,+250.0%,listing/low,,,,,,
Pound Town (Yellow),Heavy Hitters,normal,HVY036,+100.0%,listing/low,,,,,,
Primed to Fight,Heavy Hitters,normal,HVY058,-13.8%,listing/low,,,,,,
Prized Galea,Heavy Hitters,normal,HVY098,+400.0%,listing/low,,,,,,
Raise an Army,Heavy Hitters,normal,HVY105,+93.8%,listing/low,,,,,,
Rally the Rearguard (Blue),Heavy Hitters,normal,HVY230,+150.0%,listing/low,,,,,,
Rally the Rearguard (Red),Heavy Hitters,normal,HVY228,+250.0%,listing/low,,,,,,
Rally the Rearguard (Yellow),Heavy Hitters,normal,HVY229,+150.0%,listing/low,,,,,,
Raw Meat,Heavy Hitters,normal,HVY011,+100.0%,listing/low,,,,,,
Rawhide Rumble (Blue),Heavy Hitters,normal,HVY025,+350.0%,listing/low,,,,,,
Rawhide Rumble (Red),Heavy Hitters,normal,HVY023,+600.0%,listing/low,,,,,,
Rawhide Rumble (Yellow),Heavy Hitters,normal,HVY024,+250.0%,listing/low,,,,,,
Reckless Charge,Heavy Hitters,normal,HVY015,+900.0%,listing/low,,,,,,
Reel In,Heavy Hitters,normal,HVY250,+436.4%,listing/low,,,,,,
Reinforce the Line (Blue),Heavy Hitters,normal,HVY221,+400.0%,listing/low,,,,,,
Reinforce the Line (Red),Heavy Hitters,normal,HVY219,+1150.0%,listing/low,,,,,,
Reinforce the Line (Yellow),Heavy Hitters,normal,HVY220,+600.0%,listing/low,,,,,,
"Rhinar, Reckless Rampage",Heavy Hitters,normal,HVY003,+232.6%,listing/low,,,,,,
Ripple Away,Heavy Hitters,normal,HVY209,+5.6%,listing/low,,,,,,
Rising Energy (Blue),Heavy Hitters,normal,HVY185,+50.0%,listing/low,,,,,,
Rising Energy (Red),Heavy Hitters,normal,HVY183,+50.0%,listing/low,,,,,,
Rising Energy (Yellow),Heavy Hitters,normal,HVY184,+150.0%,listing/low,,,,,,
Rising Power (Blue),Heavy Hitters,normal,HVY148,+150.0%,listing/low,,,,,,
Rising Power (Red),Heavy Hitters,normal,HVY146,+200.0%,listing/low,,,,,,
Rising Power (Yellow),Heavy Hitters,normal,HVY147,+200.0%,listing/low,,,,,,
Rising Speed (Blue),Heavy Hitters,normal,HVY168,+50.0%,listing/low,,,,,,
Rising Speed (Red),Heavy Hitters,normal,HVY166,,,,,,,,
Rising Speed (Yellow),Heavy Hitters,normal,HVY167,+100.0%,listing/low,,,,,,
Run into Trouble,Heavy Hitters,normal,HVY161,+350.0%,listing/low,,,,,,
Runner Runner,Heavy Hitters,normal,HVY156,-9.9%,listing/low,,,,,,
Seduce Secrets,Heavy Hitters,normal,HVY212,+79.8%,listing/low,,,,,,
Send Packing,Heavy Hitters,normal,HVY012,+56.5%,listing/low,,,,,,
Sheltered Cove,Heavy Hitters,normal,HVY197,+200.0%,listing/low,,,,,,
Shift the Tide of Battle,Heavy Hitters,normal,HVY102,+16.3%,listing/low,,,,,,
Show No Mercy,Heavy Hitters,normal,HVY013,+100.0%,listing/low,,,,,,
Slap-Happy,Heavy Hitters,normal,HVY180,+650.0%,listing/low,,,,,,
Smack of Reality,Heavy Hitters,normal,HVY064,+650.0%,listing/low,,,,,,
Smashback Alehorn,Heavy Hitters,normal,HVY044,+400.0%,listing/low,,,,,,
Sonata Galaxia,Heavy Hitters,normal,HVY251,+34.8%,listing/low,,,,,,
Stacked in Your Favor (Blue),Heavy Hitters,normal,HVY070,+350.0%,listing/low,,,,,,
Stacked in Your Favor (Red),Heavy Hitters,normal,HVY068,+250.0%,listing/low,,,,,,
Stacked in Your Favor (Yellow),Heavy Hitters,normal,HVY069,+400.0%,listing/low,,,,,,
Stadium Centerpiece,Heavy Hitters,normal,HVY203,+200.0%,listing/low,,,,,,
Stand Ground,Heavy Hitters,normal,HVY056,+200.0%,listing/low,,,,,,
Standing Order,Heavy Hitters,normal,HVY210,-12.3%,listing/low,,,,,,
Starting Stake,Heavy Hitters,normal,HVY238,+250.0%,listing/low,,,,,,
Stonewall Impasse,Heavy Hitters,normal,HVY052,+650.0%,listing/low,,,,,,
Take it on the Chin,Heavy Hitters,normal,HVY160,+637.9%,listing/low,,,,,,
Take the Upper Hand (Blue),Heavy Hitters,normal,HVY114,+600.0%,listing/low,,,,,,
Take the Upper Hand (Red),Heavy Hitters,normal,HVY112,+550.0%,listing/low,,,,,,
Take the Upper Hand (Yellow),Heavy Hitters,normal,HVY113,+400.0%,listing/low,,,,,,
Talk a Big Game,Heavy Hitters,normal,HVY136,+27.7%,listing/low,,,,,,
Tenacity,Heavy Hitters,normal,HVY211,-17.3%,listing/low,,,,,,
Test of Agility,Heavy Hitters,normal,HVY162,+500.0%,listing/low,,,,,,
Test of Might,Heavy Hitters,normal,HVY141,+650.0%,listing/low,,,,,,
Test of Strength,Heavy Hitters,normal,HVY239,+400.0%,listing/low,,,,,,
Test of Vigor,Heavy Hitters,normal,HVY182,+400.0%,listing/low,,,,,,
The Golden Son,Heavy Hitters,normal,HVY059,+91.3%,listing/low,,,,,,
Thunk (Blue),Heavy Hitters,normal,HVY079,+650.0%,listing/low,,,,,,
Thunk (Red),Heavy Hitters,normal,HVY077,+300.0%,listing/low,,,,,,
Thunk (Yellow),Heavy Hitters,normal,HVY078,+200.0%,listing/low,,,,,,
Ticket Puncher,Heavy Hitters,normal,HVY204,+150.0%,listing/low,,,,,,
Trade In (Blue),Heavy Hitters,normal,HVY233,+300.0%,listing/low,,,,,,
Trade In (Red),Heavy Hitters,normal,HVY231,+250.0%,listing/low,,,,,,
Trade In (Yellow),Heavy Hitters,normal,HVY232,+150.0%,listing/low,,,,,,
Trounce,Heavy Hitters,normal,HVY061,-18.6%,listing/low,,,,,,
Up the Ante,Heavy Hitters,normal,HVY103,,,,,,,,
"Victor Goldmane, High and Mighty",Heavy Hitters,normal,HVY047,+600.0%,listing/low,,,,,,
Vigor Girth,Heavy Hitters,normal,HVY175,+200.0%,listing/low,,,,,,
Vigorous Engagement (Blue),Heavy Hitters,normal,HVY120,+50.0%,listing/low,,,,,,
Vigorous Engagement (Red),Heavy Hitters,normal,HVY118,+150.0%,listing/low,,,,,,
Vigorous Engagement (Yellow),Heavy Hitters,normal,HVY119,+150.0%,listing/low,,,,,,
Vigorous Windup (Blue),Heavy Hitters,normal,HVY188,+300.0%,listing/low,,,,,,
Vigorous Windup (Red),Heavy Hitters,normal,HVY186,+300.0%,listing/low,,,,,,
Vigorous Windup (Yellow),Heavy Hitters,normal,HVY187,+300.0%,listing/low,,,,,,
Wage Agility (Blue),Heavy Hitters,normal,HVY171,+200.0%,listing/low,,,,,,
Wage Agility (Red),Heavy Hitters,normal,HVY169,+250.0%,listing/low,,,,,,
Wage Agility (Yellow),Heavy Hitters,normal,HVY170,+50.0%,listing/low,,,,,,
Wage Gold (Blue),Heavy Hitters,normal,HVY218,+350.0%,listing/low,,,,,,
Wage Gold (Red),Heavy Hitters,normal,HVY216,+650.0%,listing/low,,,,,,
Wage Gold (Yellow),Heavy Hitters,normal,HVY217,+600.0%,listing/low,,,,,,
Wage Might (Blue),Heavy Hitters,normal,HVY151,+300.0%,listing/low,,,,,,
Wage Might (Red),Heavy Hitters,normal,HVY149,+250.0%,listing/low,,,,,,
Wage Might (Yellow),Heavy Hitters,normal,HVY150,+300.0%,listing/low,,,,,,
Wage Vigor (Blue),Heavy Hitters,normal,HVY191,+300.0%,listing/low,,,,,,
Wage Vigor (Red),Heavy Hitters,normal,HVY189,+250.0%,listing/low,,,,,,
Wage Vigor (Yellow),Heavy Hitters,normal,HVY190,+200.0%,listing/low,,,,,,
Wall of Meat and Muscle,Heavy Hitters,normal,HVY142,+600.0%,listing/low,,,,,,
Wallop (Blue),Heavy Hitters,normal,HVY082,+400.0%,listing/low,,,,,,
Wallop (Red),Heavy Hitters,normal,HVY080,+400.0%,listing/low,,,,,,
Wallop (Yellow),Heavy Hitters,normal,HVY081,+300.0%,listing/low,,,,,,
Wild Ride (Blue),Heavy Hitters,normal,HVY040,-50.0%,listing/low,,,,,,
Wild Ride (Red),Heavy Hitters,normal,HVY038,+300.0%,listing/low,,,,,,
Wild Ride (Yellow),Heavy Hitters,normal,HVY039,+300.0%,listing/low,,,,,,
Already Dead,Bright Lights,normal,EVO236,+16.9%,listing/low,,,,,,
Annihilator Engine,Bright Lights,normal,EVO054,-5.8%,listing/low,,,,,,
Autosave Script,Bright Lights,normal,EVO098,+200.0%,listing/low,,,,,,
Backup Protocol: BLU,Bright Lights,normal,EVO083,+0.0%,listing/low,,,,,,
Backup Protocol: RED,Bright Lights,normal,EVO081,+100.0%,listing/low,,,,,,
Backup Protocol: YEL,Bright Lights,normal,EVO082,+400.0%,listing/low,,,,,,
Big Bertha (Blue),Bright Lights,normal,EVO179,+450.0%,listing/low,,,,,,
Big Bertha (Red),Bright Lights,normal,EVO177,+50.0%,listing/low,,,,,,
Big Bertha (Yellow),Bright Lights,normal,EVO178,+100.0%,listing/low,,,,,,
Big Shot,Bright Lights,normal,EVO153,+650.0%,listing/low,,,,,,
Boom Grenade (Blue),Bright Lights,normal,EVO086,+350.0%,listing/low,,,,,,
Boom Grenade (Red),Bright Lights,normal,EVO084,+650.0%,listing/low,,,,,,
Boom Grenade (Yellow),Bright Lights,normal,EVO085,+100.0%,listing/low,,,,,,
Bull Bar (Blue),Bright Lights,normal,EVO149,+0.0%,listing/low,,,,,,
Bull Bar (Red),Bright Lights,normal,EVO147,+100.0%,listing/low,,,,,,
Bull Bar (Yellow),Bright Lights,normal,EVO148,+100.0%,listing/low,,,,,,
Burn Rubber,Bright Lights,normal,EVO154,+100.0%,listing/low,,,,,,
Cognition Field (Blue),Bright Lights,normal,EVO119,+150.0%,listing/low,,,,,,
Cognition Field (Red),Bright Lights,normal,EVO117,+50.0%,listing/low,,,,,,
Cognition Field (Yellow),Bright Lights,normal,EVO118,+100.0%,listing/low,,,,,,
Cogwerx Base Arms,Bright Lights,normal,EVO016,+0.0%,listing/low,,,,,,
Cogwerx Base Chest,Bright Lights,normal,EVO015,+150.0%,listing/low,,,,,,
Cogwerx Base Head,Bright Lights,normal,EVO014,+100.0%,listing/low,,,,,,
Cogwerx Base Legs,Bright Lights,normal,EVO017,+150.0%,listing/low,,,,,,
Contest the Mindfield,Bright Lights,normal,EVO243,+6.9%,listing/low,,,,,,
Crankshaft (Blue),Bright Lights,normal,EVO176,+400.0%,listing/low,,,,,,
Crankshaft (Red),Bright Lights,normal,EVO174,+50.0%,listing/low,,,,,,
Crankshaft (Yellow),Bright Lights,normal,EVO175,-50.0%,listing/low,,,,,,
Dash I/O,Bright Lights,normal,EVO001,+8.7%,listing/low,,,,,,
Data Link (Blue),Bright Lights,normal,EVO188,+50.0%,listing/low,,,,,,
Data Link (Red),Bright Lights,normal,EVO186,+100.0%,listing/low,,,,,,
Data Link (Yellow),Bright Lights,normal,EVO187,+50.0%,listing/low,,,,,,
Demolition Protocol,Bright Lights,normal,EVO057,+42.9%,listing/low,,,,,,
Dissolving Shield (Blue),Bright Lights,normal,EVO089,+50.0%,listing/low,,,,,,
Dissolving Shield (Red),Bright Lights,normal,EVO087,+100.0%,listing/low,,,,,,
Dissolving Shield (Yellow),Bright Lights,normal,EVO088,+50.0%,listing/low,,,,,,
Dive Through Data (Blue),Bright Lights,normal,EVO191,+50.0%,listing/low,,,,,,
Dive Through Data (Red),Bright Lights,normal,EVO189,+100.0%,listing/low,,,,,,
Dive Through Data (Yellow),Bright Lights,normal,EVO190,+0.0%,listing/low,,,,,,
Dumpster Dive (Blue),Bright Lights,normal,EVO197,+0.0%,listing/low,,,,,,
Dumpster Dive (Red),Bright Lights,normal,EVO195,+100.0%,listing/low,,,,,,
Dumpster Dive (Yellow),Bright Lights,normal,EVO196,+50.0%,listing/low,,,,,,
Dust from the Chrome Caverns,Bright Lights,normal,EVO246,-35.5%,listing/low,,,,,,
Emboldened Blade,Bright Lights,normal,EVO240,+101.6%,listing/low,,,,,,
Evo Atom Breaker,Bright Lights,normal,EVO031,+19.2%,listing/low,,,,,,
Evo Battery Pack,Bright Lights,normal,EVO047,+0.0%,listing/low,,,,,,
Evo Buzz Hive,Bright Lights,normal,EVO051,+50.0%,listing/low,,,,,,
Evo Charging Rods,Bright Lights,normal,EVO049,+50.0%,listing/low,,,,,,
Evo Circuit Breaker,Bright Lights,normal,EVO030,-17.2%,listing/low,,,,,,
Evo Cogspitter,Bright Lights,normal,EVO048,+50.0%,listing/low,,,,,,
Evo Command Center,Bright Lights,normal,EVO034,+450.0%,listing/low,,,,,,
Evo Data Mine,Bright Lights,normal,EVO046,+0.0%,listing/low,,,,,,
Evo Engine Room,Bright Lights,normal,EVO035,+400.0%,listing/low,,,,,,
Evo Face Breaker,Bright Lights,normal,EVO032,-5.4%,listing/low,,,,,,
Evo Mach Breaker,Bright Lights,normal,EVO033,+36.4%,listing/low,,,,,,
Evo Sentry Base Arms,Bright Lights,normal,EVO044,+300.0%,listing/low,,,,,,
Evo Sentry Base Chest,Bright Lights,normal,EVO043,+150.0%,listing/low,,,,,,
Evo Sentry Base Head,Bright Lights,normal,EVO042,+300.0%,listing/low,,,,,,
Evo Sentry Base Legs,Bright Lights,normal,EVO045,+150.0%,listing/low,,,,,,
Evo Smoothbore,Bright Lights,normal,EVO036,+350.0%,listing/low,,,,,,
Evo Steel Soul Controller,Bright Lights,normal,EVO028,-25.4%,listing/low,,,,,,
Evo Steel Soul Memory,Bright Lights,normal,EVO026,+8.9%,listing/low,,,,,,
Evo Steel Soul Processor,Bright Lights,normal,EVO027,+117.7%,listing/low,,,,,,
Evo Steel Soul Tower,Bright Lights,normal,EVO029,+139.6%,listing/low,,,,,,
Evo Thruster,Bright Lights,normal,EVO037,,,,,,,,
Evo Whizz Bang,Bright Lights,normal,EVO052,+50.0%,listing/low,,,,,,
Evo Zip Line,Bright Lights,normal,EVO053,+50.0%,listing/low,,,,,,
Evo Zoom Call,Bright Lights,normal,EVO050,+50.0%,listing/low,,,,,,
Expedite (Blue),Bright Lights,normal,EVO200,+100.0%,listing/low,,,,,,
Expedite (Red),Bright Lights,normal,EVO198,+400.0%,listing/low,,,,,,
Expedite (Yellow),Bright Lights,normal,EVO199,+50.0%,listing/low,,,,,,
Fabricate,Bright Lights,normal,EVO146,+497.3%,listing/low,,,,,,
Fender Bender (Blue),Bright Lights,normal,EVO212,+100.0%,listing/low,,,,,,
Fender Bender (Red),Bright Lights,normal,EVO210,+200.0%,listing/low,,,,,,
Fender Bender (Yellow),Bright Lights,normal,EVO211,+100.0%,listing/low,,,,,,
Firewall (Blue),Bright Lights,normal,EVO161,+50.0%,listing/low,,,,,,
Firewall (Red),Bright Lights,normal,EVO159,+650.0%,listing/low,,,,,,
Firewall (Yellow),Bright Lights,normal,EVO160,+100.0%,listing/low,,,,,,
Fuel Injector,Bright Lights,normal,EVO075,+650.0%,listing/low,,,,,,
Full Tilt (Blue),Bright Lights,normal,EVO170,+0.0%,listing/low,,,,,,
Full Tilt (Red),Bright Lights,normal,EVO168,+100.0%,listing/low,,,,,,
Full Tilt (Yellow),Bright Lights,normal,EVO169,+0.0%,listing/low,,,,,,
Fyendal's Spring Tunic,Bright Lights,normal,EVO249,-18.0%,listing/low,,,,,,
Gas Guzzler (Blue),Bright Lights,normal,EVO173,+50.0%,listing/low,,,,,,
Gas Guzzler (Red),Bright Lights,normal,EVO171,+50.0%,listing/low,,,,,,
Gas Guzzler (Yellow),Bright Lights,normal,EVO172,-50.0%,listing/low,,,,,,
Gas Up (Blue),Bright Lights,normal,EVO224,+50.0%,listing/low,,,,,,
Gas Up (Red),Bright Lights,normal,EVO222,+400.0%,listing/low,,,,,,
Gas Up (Yellow),Bright Lights,normal,EVO223,+100.0%,listing/low,,,,,,
Gigawatt (Blue),Bright Lights,normal,EVO158,+400.0%,listing/low,,,,,,
Gigawatt (Red),Bright Lights,normal,EVO156,+150.0%,listing/low,,,,,,
Gigawatt (Yellow),Bright Lights,normal,EVO157,+0.0%,listing/low,,,,,,
Grinding Gears,Bright Lights,normal,EVO070,-14.8%,listing/low,,,,,,
Hadron Collider (Blue),Bright Lights,normal,EVO092,+50.0%,listing/low,,,,,,
Hadron Collider (Red),Bright Lights,normal,EVO090,+50.0%,listing/low,,,,,,
Hadron Collider (Yellow),Bright Lights,normal,EVO091,+50.0%,listing/low,,,,,,
Heavy Artillery (Blue),Bright Lights,normal,EVO063,+150.0%,listing/low,,,,,,
Heavy Artillery (Red),Bright Lights,normal,EVO061,+150.0%,listing/low,,,,,,
Heavy Artillery (Yellow),Bright Lights,normal,EVO062,+50.0%,listing/low,,,,,,
Heist,Bright Lights,normal,EVO138,+15.9%,listing/low,,,,,,
Hydraulic Press (Blue),Bright Lights,normal,EVO104,+100.0%,listing/low,,,,,,
Hydraulic Press (Red),Bright Lights,normal,EVO102,+150.0%,listing/low,,,,,,
Hydraulic Press (Yellow),Bright Lights,normal,EVO103,+150.0%,listing/low,,,,,,
Hyper Driver (Red),Bright Lights,normal,EVO099,-50.0%,listing/low,,,,,,
Hyper Scrapper,Bright Lights,normal,EVO100,+51.6%,listing/low,,,,,,
Infuse Alloy (Blue),Bright Lights,normal,EVO122,-50.0%,listing/low,,,,,,
Infuse Alloy (Red),Bright Lights,normal,EVO120,-50.0%,listing/low,,,,,,
Infuse Alloy (Yellow),Bright Lights,normal,EVO121,+0.0%,listing/low,,,,,,
Infuse Titanium (Blue),Bright Lights,normal,EVO125,+0.0%,listing/low,,,,,,
Infuse Titanium (Red),Bright Lights,normal,EVO123,+100.0%,listing/low,,,,,,
Infuse Titanium (Yellow),Bright Lights,normal,EVO124,+0.0%,listing/low,,,,,,
Intoxicating Shot,Bright Lights,normal,EVO241,-35.7%,listing/low,,,,,,
Jump Start (Blue),Bright Lights,normal,EVO182,+0.0%,listing/low,,,,,,
Jump Start (Red),Bright Lights,normal,EVO180,+100.0%,listing/low,,,,,,
Jump Start (Yellow),Bright Lights,normal,EVO181,+50.0%,listing/low,,,,,,
Junkyard Dogg (Blue),Bright Lights,normal,EVO128,+150.0%,listing/low,,,,,,
Junkyard Dogg (Red),Bright Lights,normal,EVO126,+50.0%,listing/low,,,,,,
Junkyard Dogg (Yellow),Bright Lights,normal,EVO127,+0.0%,listing/low,,,,,,
Lay Waste (Blue),Bright Lights,normal,EVO209,+0.0%,listing/low,,,,,,
Lay Waste (Red),Bright Lights,normal,EVO207,+0.0%,listing/low,,,,,,
Lay Waste (Yellow),Bright Lights,normal,EVO208,+200.0%,listing/low,,,,,,
Liquid-Cooled Mayhem (Blue),Bright Lights,normal,EVO066,+400.0%,listing/low,,,,,,
Liquid-Cooled Mayhem (Red),Bright Lights,normal,EVO064,+400.0%,listing/low,,,,,,
Liquid-Cooled Mayhem (Yellow),Bright Lights,normal,EVO065,+100.0%,listing/low,,,,,,
Maximum Velocity,Bright Lights,normal,EVO139,+81.8%,listing/low,,,,,,
Maxx 'The Hype' Nitro,Bright Lights,normal,EVO004,+254.5%,listing/low,,,,,,
Mechanical Strength (Blue),Bright Lights,normal,EVO069,+400.0%,listing/low,,,,,,
Mechanical Strength (Red),Bright Lights,normal,EVO067,+150.0%,listing/low,,,,,,
Mechanical Strength (Yellow),Bright Lights,normal,EVO068,+150.0%,listing/low,,,,,,
Meganetic Lockwave,Bright Lights,normal,EVO143,,,,,,,,
Meganetic Protocol,Bright Lights,normal,EVO059,-60.3%,listing/low,,,,,,
MetEx (Blue),Bright Lights,normal,EVO203,+100.0%,listing/low,,,,,,
MetEx (Red),Bright Lights,normal,EVO201,+100.0%,listing/low,,,,,,
MetEx (Yellow),Bright Lights,normal,EVO202,-50.0%,listing/low,,,,,,
MHz Script,Bright Lights,normal,EVO097,+400.0%,listing/low,,,,,,
Mini Forcefield (Blue),Bright Lights,normal,EVO095,+0.0%,listing/low,,,,,,
Mini Forcefield (Red),Bright Lights,normal,EVO093,+0.0%,listing/low,,,,,,
Mini Forcefield (Yellow),Bright Lights,normal,EVO094,+0.0%,listing/low,,,,,,
Moonshot,Bright Lights,normal,EVO140,-38.8%,listing/low,,,,,,
Out Pace (Blue),Bright Lights,normal,EVO206,+400.0%,listing/low,,,,,,
Out Pace (Red),Bright Lights,normal,EVO204,+300.0%,listing/low,,,,,,
Out Pace (Yellow),Bright Lights,normal,EVO205,+100.0%,listing/low,,,,,,
Over Loop (Blue),Bright Lights,normal,EVO221,+0.0%,listing/low,,,,,,
Over Loop (Red),Bright Lights,normal,EVO219,+0.0%,listing/low,,,,,,
Over Loop (Yellow),Bright Lights,normal,EVO220,+50.0%,listing/low,,,,,,
Overload Script,Bright Lights,normal,EVO096,+0.0%,listing/low,,,,,,
Panel Beater (Blue),Bright Lights,normal,EVO215,-50.0%,listing/low,,,,,,
Panel Beater (Red),Bright Lights,normal,EVO213,-50.0%,listing/low,,,,,,
Panel Beater (Yellow),Bright Lights,normal,EVO214,-50.0%,listing/low,,,,,,
Penetration Script,Bright Lights,normal,EVO079,+650.0%,listing/low,,,,,,
Phantom Tidemaw,Bright Lights,normal,EVO244,+6.2%,listing/low,,,,,,
Polarity Reversal Script,Bright Lights,normal,EVO078,+650.0%,listing/low,,,,,,
Prismatic Lens,Bright Lights,normal,EVO071,+291.3%,listing/low,,,,,,
Proto Base Arms,Bright Lights,normal,EVO024,-50.0%,listing/low,,,,,,
Proto Base Chest,Bright Lights,normal,EVO023,-50.0%,listing/low,,,,,,
Proto Base Head,Bright Lights,normal,EVO022,+100.0%,listing/low,,,,,,
Proto Base Legs,Bright Lights,normal,EVO025,+100.0%,listing/low,,,,,,
Pulsewave Protocol,Bright Lights,normal,EVO058,+135.3%,listing/low,,,,,,
Quantum Processor,Bright Lights,normal,EVO072,+6.1%,listing/low,,,,,,
Quickfire (Blue),Bright Lights,normal,EVO227,+100.0%,listing/low,,,,,,
Quickfire (Red),Bright Lights,normal,EVO225,+100.0%,listing/low,,,,,,
Quickfire (Yellow),Bright Lights,normal,EVO226,+50.0%,listing/low,,,,,,
Ratchet Up (Blue),Bright Lights,normal,EVO107,+100.0%,listing/low,,,,,,
Ratchet Up (Red),Bright Lights,normal,EVO105,+150.0%,listing/low,,,,,,
Ratchet Up (Yellow),Bright Lights,normal,EVO106,+150.0%,listing/low,,,,,,
Razzle Dazzle (Blue),Bright Lights,normal,EVO167,-50.0%,listing/low,,,,,,
Razzle Dazzle (Red),Bright Lights,normal,EVO165,-50.0%,listing/low,,,,,,
Razzle Dazzle (Yellow),Bright Lights,normal,EVO166,+200.0%,listing/low,,,,,,
Re-Charge! (Blue),Bright Lights,normal,EVO230,+100.0%,listing/low,,,,,,
Re-Charge! (Red),Bright Lights,normal,EVO228,+650.0%,listing/low,,,,,,
Re-Charge! (Yellow),Bright Lights,normal,EVO229,+100.0%,listing/low,,,,,,
Rev Up (Blue),Bright Lights,normal,EVO185,+50.0%,listing/low,,,,,,
Rev Up (Red),Bright Lights,normal,EVO183,+300.0%,listing/low,,,,,,
Rev Up (Yellow),Bright Lights,normal,EVO184,+50.0%,listing/low,,,,,,
Scrap Compactor (Blue),Bright Lights,normal,EVO131,+150.0%,listing/low,,,,,,
Scrap Compactor (Red),Bright Lights,normal,EVO129,+100.0%,listing/low,,,,,,
Scrap Compactor (Yellow),Bright Lights,normal,EVO130,+100.0%,listing/low,,,,,,
Scrap Harvester (Blue),Bright Lights,normal,EVO134,+0.0%,listing/low,,,,,,
Scrap Harvester (Red),Bright Lights,normal,EVO132,+0.0%,listing/low,,,,,,
Scrap Harvester (Yellow),Bright Lights,normal,EVO133,+0.0%,listing/low,,,,,,
Scrap Hopper (Blue),Bright Lights,normal,EVO110,+350.0%,listing/low,,,,,,
Scrap Hopper (Red),Bright Lights,normal,EVO108,+500.0%,listing/low,,,,,,
Scrap Hopper (Yellow),Bright Lights,normal,EVO109,+400.0%,listing/low,,,,,,
Scrap Prospector (Blue),Bright Lights,normal,EVO137,+0.0%,listing/low,,,,,,
Scrap Prospector (Red),Bright Lights,normal,EVO135,+0.0%,listing/low,,,,,,
Scrap Prospector (Yellow),Bright Lights,normal,EVO136,+0.0%,listing/low,,,,,,
Scrap Trader,Bright Lights,normal,EVO101,-1.1%,listing/low,,,,,,
Security Script,Bright Lights,normal,EVO080,+150.0%,listing/low,,,,,,
"Singularity // Teklovossen, the Mechropotent",Bright Lights,normal,,+51.3%,listing/low,,,,,,
Slay,Bright Lights,normal,EVO248,+127.3%,listing/low,,,,,,
Smash and Grab,Bright Lights,normal,EVO155,+400.0%,listing/low,,,,,,
Smashing Performance,Bright Lights,normal,EVO237,-58.8%,listing/low,,,,,,
Sonata Fantasmia,Bright Lights,normal,EVO242,+435.7%,listing/low,,,,,,
Soup Up (Blue),Bright Lights,normal,EVO113,+700.0%,listing/low,,,,,,
