# ratio: cardmarket / tcgplayer
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Moon Chakra (Red),Part the Mistveil,normal,MST034,+100.0%,low/listing,,,,,,
Moon Chakra (Yellow),Part the Mistveil,normal,MST035,-60.0%,low/listing,,,,,,
Murky Water,Part the Mistveil,normal,MST233,-53.6%,low/listing,,,,,,
Nimble Strike (Blue),Part the Mistveil,normal,MST211,-66.7%,low/listing,,,,,,
Nimble Strike (Red),Part the Mistveil,normal,MST209,-60.0%,low/listing,,,,,,
Nimble Strike (Yellow),Part the Mistveil,normal,MST210,-71.4%,low/listing,,,,,,
Nimblism (Blue),Part the Mistveil,normal,MST223,-60.0%,low/listing,,,,,,
Nimblism (Red),Part the Mistveil,normal,MST221,-66.7%,low/listing,,,,,,
Nimblism (Yellow),Part the Mistveil,normal,MST222,-60.0%,low/listing,,,,,,
"Nuu, Alluring Desire",Part the Mistveil,normal,MST001,-76.0%,low/listing,,,,,,
Orihon of Mystic Tenets,Part the Mistveil,normal,MST080,-27.6%,low/listing,,,,,,
Pass Over // Inner Chi,Part the Mistveil,normal,,-77.8%,low/listing,,,,,,
Path Well Traveled // Inner Chi,Part the Mistveil,normal,,-75.0%,low/listing,,,,,,
Persuasive Prognosis,Part the Mistveil,normal,MST104,+22.9%,low/listing,,,,,,
Pick to Pieces (Blue),Part the Mistveil,normal,MST129,-80.0%,low/listing,,,,,,
Pick to Pieces (Red),Part the Mistveil,normal,MST127,+0.0%,low/listing,,,,,,
Pick to Pieces (Yellow),Part the Mistveil,normal,MST128,-75.0%,low/listing,,,,,,
Pouncing Qi (Blue),Part the Mistveil,normal,MST184,-80.0%,low/listing,,,,,,
Pouncing Qi (Red),Part the Mistveil,normal,MST182,-60.0%,low/listing,,,,,,
Pouncing Qi (Yellow),Part the Mistveil,normal,MST183,-66.7%,low/listing,,,,,,
Preserve Tradition // Inner Chi,Part the Mistveil,normal,,-60.0%,low/listing,,,,,,
Prismatic Leyline,Part the Mistveil,normal,MST193,-0.7%,low/listing,,,,,,
Qi Unleashed (Blue),Part the Mistveil,normal,MST169,-33.3%,low/listing,,,,,,
Qi Unleashed (Red),Part the Mistveil,normal,MST167,-60.0%,low/listing,,,,,,
Qi Unleashed (Yellow),Part the Mistveil,normal,MST168,-33.3%,low/listing,,,,,,
Rage Specter,Part the Mistveil,normal,MST132,-33.8%,low/listing,,,,,,
Restless Coalescence,Part the Mistveil,normal,MST133,-53.6%,low/listing,,,,,,
"Rising Sun, Setting Moon // Inner Chi",Part the Mistveil,normal,,-66.7%,low/listing,,,,,,
Rising Tide,Part the Mistveil,normal,MST088,-60.0%,low/listing,,,,,,
Rowdy Locals,Part the Mistveil,normal,MST191,-17.9%,low/listing,,,,,,
Sacred Art: Immortal Lunar Shrine // Inner Chi,Part the Mistveil,normal,,-28.0%,low/listing,,,,,,
Sacred Art: Jade Tiger Domain // Inner Chi,Part the Mistveil,normal,,-33.3%,low/listing,,,,,,
Sacred Art: Undercurrent Desires // Inner Chi,Part the Mistveil,normal,,-18.6%,low/listing,,,,,,
Second Tenet of Chi: Moon,Part the Mistveil,normal,MST081,-60.0%,low/listing,,,,,,
Second Tenet of Chi: Tide,Part the Mistveil,normal,MST082,-80.0%,low/listing,,,,,,
Second Tenet of Chi: Wind,Part the Mistveil,normal,MST083,-60.0%,low/listing,,,,,,
Shadowrealm Horror,Part the Mistveil,normal,MST236,-54.2%,low/listing,,,,,,
Shifting Winds of the Mystic Beast,Part the Mistveil,normal,MST052,-76.0%,low/listing,,,,,,
Sigil of Solitude (Blue),Part the Mistveil,normal,MST145,+100.0%,low/listing,,,,,,
Sigil of Solitude (Red),Part the Mistveil,normal,MST143,,,,,,,,
Sigil of Solitude (Yellow),Part the Mistveil,normal,MST144,,,,,,,,
Single Minded Determination (Blue),Part the Mistveil,normal,MST148,-60.0%,low/listing,,,,,,
Single Minded Determination (Red),Part the Mistveil,normal,MST146,+100.0%,low/listing,,,,,,
Single Minded Determination (Yellow),Part the Mistveil,normal,MST147,-71.4%,low/listing,,,,,,
Siren's Call,Part the Mistveil,normal,MST009,-42.4%,low/listing,,,,,,
Skybody Keikoi,Part the Mistveil,normal,MST072,+100.0%,low/listing,,,,,,
Skycrest Keikoi,Part the Mistveil,normal,MST071,+100.0%,low/listing,,,,,,
Skyhold Keikoi,Part the Mistveil,normal,MST073,+100.0%,low/listing,,,,,,
Skywalker Keikoi,Part the Mistveil,normal,MST074,+100.0%,low/listing,,,,,,
Solitary Companion (Blue),Part the Mistveil,normal,MST151,+100.0%,low/listing,,,,,,
Solitary Companion (Red),Part the Mistveil,normal,MST149,-80.0%,low/listing,,,,,,
Solitary Companion (Yellow),Part the Mistveil,normal,MST150,-33.3%,low/listing,,,,,,
Spectral Manifestations (Blue),Part the Mistveil,normal,MST154,-80.0%,low/listing,,,,,,
Spectral Manifestations (Red),Part the Mistveil,normal,MST152,-33.3%,low/listing,,,,,,
Spectral Manifestations (Yellow),Part the Mistveil,normal,MST153,-80.0%,low/listing,,,,,,
Spillover,Part the Mistveil,normal,MST089,+100.0%,low/listing,,,,,,
Stir the Pot // Inner Chi,Part the Mistveil,normal,,-77.8%,low/listing,,,,,,
Stride of Reprisal,Part the Mistveil,normal,MST050,-60.0%,low/listing,,,,,,
Supercell,Part the Mistveil,normal,MST227,-50.4%,low/listing,,,,,,
Territorial Domain,Part the Mistveil,normal,MST163,-92.0%,low/listing,,,,,,
The Grain that Tips the Scale // Inner Chi,Part the Mistveil,normal,,-60.0%,low/listing,,,,,,
The Weakest Link,Part the Mistveil,normal,MST192,+33.0%,low/listing,,,,,,
Three Visits,Part the Mistveil,normal,MST033,-56.5%,low/listing,,,,,,
Tidal Surge,Part the Mistveil,normal,MST090,+100.0%,low/listing,,,,,,
Tide Chakra (Blue),Part the Mistveil,normal,MST013,-33.3%,low/listing,,,,,,
Tide Chakra (Red),Part the Mistveil,normal,MST011,-60.0%,low/listing,,,,,,
Tide Chakra (Yellow),Part the Mistveil,normal,MST012,-75.0%,low/listing,,,,,,
Tiger Form Incantation (Blue),Part the Mistveil,normal,MST065,-66.7%,low/listing,,,,,,
Tiger Form Incantation (Red),Part the Mistveil,normal,MST063,-60.0%,low/listing,,,,,,
Tiger Form Incantation (Yellow),Part the Mistveil,normal,MST064,-66.7%,low/listing,,,,,,
Tooth and Claw,Part the Mistveil,normal,MST051,-90.0%,low/listing,,,,,,
Truths Retold,Part the Mistveil,normal,MST029,-66.7%,low/listing,,,,,,
Undertow Stilettos,Part the Mistveil,normal,MST007,-66.7%,low/listing,,,,,,
Unravel Aggression,Part the Mistveil,normal,MST078,-32.0%,low/listing,,,,,,
Untamed (Blue),Part the Mistveil,normal,MST187,-66.7%,low/listing,,,,,,
Untamed (Red),Part the Mistveil,normal,MST185,-66.7%,low/listing,,,,,,
Untamed (Yellow),Part the Mistveil,normal,MST186,-60.0%,low/listing,,,,,,
Uphold Tradition,Part the Mistveil,normal,MST030,-60.0%,low/listing,,,,,,
Vengeful Apparition (Blue),Part the Mistveil,normal,MST157,-66.7%,low/listing,,,,,,
Vengeful Apparition (Red),Part the Mistveil,normal,MST155,+100.0%,low/listing,,,,,,
Vengeful Apparition (Yellow),Part the Mistveil,normal,MST156,-75.0%,low/listing,,,,,,
Venomous Bite (Blue),Part the Mistveil,normal,MST022,+100.0%,low/listing,,,,,,
Venomous Bite (Red),Part the Mistveil,normal,MST020,-66.7%,low/listing,,,,,,
Venomous Bite (Yellow),Part the Mistveil,normal,MST021,-60.0%,low/listing,,,,,,
Visit Goldmane Estate,Part the Mistveil,normal,MST225,-62.0%,low/listing,,,,,,
Visit the Golden Anvil,Part the Mistveil,normal,MST226,-95.6%,low/listing,,,,,,
Waning Vengeance (Blue),Part the Mistveil,normal,MST042,-33.3%,low/listing,,,,,,
Waning Vengeance (Red),Part the Mistveil,normal,MST040,+100.0%,low/listing,,,,,,
Waning Vengeance (Yellow),Part the Mistveil,normal,MST041,-60.0%,low/listing,,,,,,
Wash Away,Part the Mistveil,normal,MST091,+100.0%,low/listing,,,,,,
Water the Seeds (Blue),Part the Mistveil,normal,MST214,-66.7%,low/listing,,,,,,
Water the Seeds (Red),Part the Mistveil,normal,MST212,,,,,,,,
Water the Seeds (Yellow),Part the Mistveil,normal,MST213,-33.3%,low/listing,,,,,,
Waves of Aqua Marine,Part the Mistveil,normal,MST069,-60.0%,low/listing,,,,,,
Waxing Specter (Blue),Part the Mistveil,normal,MST045,+100.0%,low/listing,,,,,,
Waxing Specter (Red),Part the Mistveil,normal,MST043,+0.0%,low/listing,,,,,,
Waxing Specter (Yellow),Part the Mistveil,normal,MST044,-60.0%,low/listing,,,,,,
Wide Blue Yonder,Part the Mistveil,normal,MST085,-33.3%,low/listing,,,,,,
Wind Chakra (Blue),Part the Mistveil,normal,MST056,-66.7%,low/listing,,,,,,
Wind Chakra (Red),Part the Mistveil,normal,MST054,-66.7%,low/listing,,,,,,
Wind Chakra (Yellow),Part the Mistveil,normal,MST055,-60.0%,low/listing,,,,,,
Wounding Blow (Blue),Part the Mistveil,normal,MST217,-75.0%,low/listing,,,,,,
Wounding Blow (Red),Part the Mistveil,normal,MST215,-33.3%,low/listing,,,,,,
Wounding Blow (Yellow),Part the Mistveil,normal,MST216,-60.0%,low/listing,,,,,,
Zen State,Part the Mistveil,normal,MST189,-80.0%,low/listing,,,,,,
"Zen, Tamer of Purpose",Part the Mistveil,normal,MST046,-92.0%,low/listing,,,,,,
Agile Windup (Blue),Armory Deck: Kayo,normal,,-93.3%,low/listing,,,,,,
Agility,Armory Deck: Kayo,normal,,-92.3%,low/listing,,,,,,
Assault and Battery (Blue),Armory Deck: Kayo,normal,,-92.0%,low/listing,,,,,,
Bare Fangs (Red),Armory Deck: Kayo,normal,,-92.0%,low/listing,,,,,,
Bare Fangs (Yellow),Armory Deck: Kayo,normal,,-90.0%,low/listing,,,,,,
Beaten Trackers,Armory Deck: Kayo,normal,,-89.0%,low/listing,,,,,,
Clash of Agility (Red),Armory Deck: Kayo,normal,,-66.7%,low/listing,,,,,,
Humble (Red),Armory Deck: Kayo,normal,,+19.3%,low/listing,,,,,,
"Kayo, Armed and Dangerous",Armory Deck: Kayo,normal,,-92.0%,low/listing,,,,,,
Knucklehead,Armory Deck: Kayo,normal,,-77.8%,low/listing,,,,,,
Mandible Claw,Armory Deck: Kayo,normal,,-78.0%,low/listing,,,,,,
Might,Armory Deck: Kayo,normal,,-92.3%,low/listing,,,,,,
Mighty Windup (Blue),Armory Deck: Kayo,normal,,-90.0%,low/listing,,,,,,
Pound Town (Blue),Armory Deck: Kayo,normal,,-76.0%,low/listing,,,,,,
Pulping (Red),Armory Deck: Kayo,normal,,-65.3%,low/listing,,,,,,
Rally the Rearguard (Red),Armory Deck: Kayo,normal,,-92.0%,low/listing,,,,,,
Reincarnate (Blue),Armory Deck: Kayo,normal,,-45.5%,low/listing,,,,,,
Riled Up (Blue),Armory Deck: Kayo,normal,,-76.0%,low/listing,,,,,,
Run Roughshod,Armory Deck: Kayo,normal,,-57.6%,low/listing,,,,,,
Savage Beatdown,Armory Deck: Kayo,normal,,-88.0%,low/listing,,,,,,
Smash Instinct (Blue),Armory Deck: Kayo,normal,,-90.0%,low/listing,,,,,,
Strength Rules All,Armory Deck: Kayo,normal,,-50.8%,low/listing,,,,,,
Wild Ride (Red),Armory Deck: Kayo,normal,,-90.0%,low/listing,,,,,,
Wreck Havoc (Red),Armory Deck: Kayo,normal,,-92.1%,low/listing,,,,,,
Wrecker Romp (Blue),Armory Deck: Kayo,normal,,-92.0%,low/listing,,,,,,
Adrenaline Rush (Blue),Heavy Hitters,normal,HVY224,+0.0%,low/listing,,,,,,
Adrenaline Rush (Red),Heavy Hitters,normal,HVY222,-77.8%,low/listing,,,,,,
Adrenaline Rush (Yellow),Heavy Hitters,normal,HVY223,-33.3%,low/listing,,,,,,
Aether Arc,Heavy Hitters,normal,HVY252,-38.4%,low/listing,,,,,,
Agile Engagement (Blue),Heavy Hitters,normal,HVY117,-71.4%,low/listing,,,,,,
Agile Engagement (Red),Heavy Hitters,normal,HVY115,-60.0%,low/listing,,,,,,
Agile Engagement (Yellow),Heavy Hitters,normal,HVY116,-75.0%,low/listing,,,,,,
Agile Windup (Blue),Heavy Hitters,normal,HVY165,-80.0%,low/listing,,,,,,
Agile Windup (Red),Heavy Hitters,normal,HVY163,-80.0%,low/listing,,,,,,
Agile Windup (Yellow),Heavy Hitters,normal,HVY164,-98.5%,low/listing,,,,,,
Ancestral Harmony,Heavy Hitters,normal,HVY247,-1.6%,low/listing,,,,,,
Assault and Battery (Blue),Heavy Hitters,normal,HVY028,-75.0%,low/listing,,,,,,
Assault and Battery (Red),Heavy Hitters,normal,HVY026,-71.4%,low/listing,,,,,,
Assault and Battery (Yellow),Heavy Hitters,normal,HVY027,-71.4%,low/listing,,,,,,
Ball Breaker,Heavy Hitters,normal,HVY006,-86.7%,low/listing,,,,,,
Bare Fangs (Blue),Heavy Hitters,normal,HVY031,+100.0%,low/listing,,,,,,
Bare Fangs (Red),Heavy Hitters,normal,HVY029,-50.0%,low/listing,,,,,,
Bare Fangs (Yellow),Heavy Hitters,normal,HVY030,-71.4%,low/listing,,,,,,
Battered not Broken,Heavy Hitters,normal,HVY140,-86.7%,low/listing,,,,,,
Beast Mode (Blue),Heavy Hitters,normal,HVY019,-60.0%,low/listing,,,,,,
Beast Mode (Red),Heavy Hitters,normal,HVY017,-86.7%,low/listing,,,,,,
Beast Mode (Yellow),Heavy Hitters,normal,HVY018,-66.7%,low/listing,,,,,,
Beckon Applause,Heavy Hitters,normal,HVY100,-60.0%,low/listing,,,,,,
Bet Big,Heavy Hitters,normal,HVY057,-59.9%,low/listing,,,,,,
"Betsy, Skin in the Game",Heavy Hitters,normal,HVY045,-91.3%,low/listing,,,,,,
Big Bop (Blue),Heavy Hitters,normal,HVY085,-33.3%,low/listing,,,,,,
Big Bop (Red),Heavy Hitters,normal,HVY083,-50.0%,low/listing,,,,,,
Big Bop (Yellow),Heavy Hitters,normal,HVY084,-33.3%,low/listing,,,,,,
Bigger Than Big (Blue),Heavy Hitters,normal,HVY088,-33.3%,low/listing,,,,,,
Bigger Than Big (Red),Heavy Hitters,normal,HVY086,-50.0%,low/listing,,,,,,
Bigger Than Big (Yellow),Heavy Hitters,normal,HVY087,-60.0%,low/listing,,,,,,
Blade Flurry,Heavy Hitters,normal,HVY101,-6.8%,low/listing,,,,,,
Bloodied Oval,Heavy Hitters,normal,HVY206,-80.0%,low/listing,,,,,,
Boast,Heavy Hitters,normal,HVY060,-90.9%,low/listing,,,,,,
Bonebreaker Bellow (Blue),Heavy Hitters,normal,HVY043,-50.0%,low/listing,,,,,,
Bonebreaker Bellow (Red),Heavy Hitters,normal,HVY041,-50.0%,low/listing,,,,,,
Bonebreaker Bellow (Yellow),Heavy Hitters,normal,HVY042,-66.7%,low/listing,,,,,,
Cast Bones,Heavy Hitters,normal,HVY014,+49.6%,low/listing,,,,,,
Cintari Sellsword,Heavy Hitters,normal,HVY134,-12.8%,low/listing,,,,,,
Clash of Agility (Blue),Heavy Hitters,normal,HVY159,-86.7%,low/listing,,,,,,
Clash of Agility (Red),Heavy Hitters,normal,HVY157,-86.7%,low/listing,,,,,,
Clash of Agility (Yellow),Heavy Hitters,normal,HVY158,-86.7%,low/listing,,,,,,
Clash of Might (Blue),Heavy Hitters,normal,HVY139,-90.0%,low/listing,,,,,,
Clash of Might (Red),Heavy Hitters,normal,HVY137,-92.0%,low/listing,,,,,,
Clash of Might (Yellow),Heavy Hitters,normal,HVY138,-86.7%,low/listing,,,,,,
Clash of Vigor (Blue),Heavy Hitters,normal,HVY179,-86.7%,low/listing,,,,,,
Clash of Vigor (Red),Heavy Hitters,normal,HVY177,-85.7%,low/listing,,,,,,
Clash of Vigor (Yellow),Heavy Hitters,normal,HVY178,-75.0%,low/listing,,,,,,
Coercive Tendency,Heavy Hitters,normal,HVY246,+0.4%,low/listing,,,,,,
Colossal Bearing,Heavy Hitters,normal,HVY062,-86.7%,low/listing,,,,,,
Command Respect (Blue),Heavy Hitters,normal,HVY073,-77.8%,low/listing,,,,,,
Command Respect (Red),Heavy Hitters,normal,HVY071,-77.8%,low/listing,,,,,,
Command Respect (Yellow),Heavy Hitters,normal,HVY072,-33.3%,low/listing,,,,,,
Commanding Performance,Heavy Hitters,normal,HVY104,-57.7%,low/listing,,,,,,
Concuss (Blue),Heavy Hitters,normal,HVY076,-75.0%,low/listing,,,,,,
Concuss (Red),Heavy Hitters,normal,HVY074,-75.0%,low/listing,,,,,,
Concuss (Yellow),Heavy Hitters,normal,HVY075,-66.7%,low/listing,,,,,,
Confront Adversity,Heavy Hitters,normal,HVY199,+100.0%,low/listing,,,,,,
Cracked Bauble,Heavy Hitters,normal,HVY244,-80.0%,low/listing,,,,,,
Cut the Deck (Blue),Heavy Hitters,normal,HVY108,-86.7%,low/listing,,,,,,
Cut the Deck (Red),Heavy Hitters,normal,HVY106,-83.3%,low/listing,,,,,,
Cut the Deck (Yellow),Heavy Hitters,normal,HVY107,-80.0%,low/listing,,,,,,
Dissolve Reality,Heavy Hitters,normal,HVY253,-57.5%,low/listing,,,,,,
Double Down,Heavy Hitters,normal,HVY176,-93.1%,low/listing,,,,,,
Down But Not Out (Blue),Heavy Hitters,normal,HVY215,-84.6%,low/listing,,,,,,
Down But Not Out (Red),Heavy Hitters,normal,HVY213,-83.3%,low/listing,,,,,,
Down But Not Out (Yellow),Heavy Hitters,normal,HVY214,-80.0%,low/listing,,,,,,
Draw Swords (Blue),Heavy Hitters,normal,HVY123,-60.0%,low/listing,,,,,,
Draw Swords (Red),Heavy Hitters,normal,HVY121,-71.4%,low/listing,,,,,,
Draw Swords (Yellow),Heavy Hitters,normal,HVY122,-75.0%,low/listing,,,,,,
Edge Ahead (Blue),Heavy Hitters,normal,HVY126,-60.0%,low/listing,,,,,,
Edge Ahead (Red),Heavy Hitters,normal,HVY124,-66.7%,low/listing,,,,,,
Edge Ahead (Yellow),Heavy Hitters,normal,HVY125,-50.0%,low/listing,,,,,,
Embrace Adversity,Heavy Hitters,normal,HVY200,-33.3%,low/listing,,,,,,
Engaged Swiftblade (Blue),Heavy Hitters,normal,HVY129,-60.0%,low/listing,,,,,,
Engaged Swiftblade (Red),Heavy Hitters,normal,HVY127,-60.0%,low/listing,,,,,,
Engaged Swiftblade (Yellow),Heavy Hitters,normal,HVY128,-75.0%,low/listing,,,,,,
Evo Magneto,Heavy Hitters,normal,HVY248,-26.7%,low/listing,,,,,,
Face Adversity,Heavy Hitters,normal,HVY198,-71.4%,low/listing,,,,,,
Fatal Engagement (Blue),Heavy Hitters,normal,HVY111,-86.7%,low/listing,,,,,,
Fatal Engagement (Red),Heavy Hitters,normal,HVY109,-84.6%,low/listing,,,,,,
Fatal Engagement (Yellow),Heavy Hitters,normal,HVY110,-77.8%,low/listing,,,,,,
Flat Trackers,Heavy Hitters,normal,HVY155,-33.3%,low/listing,,,,,,
Gauntlet of Might,Heavy Hitters,normal,HVY135,-60.0%,low/listing,,,,,,
Glory Seeker,Heavy Hitters,normal,HVY196,-75.0%,low/listing,,,,,,
Goblet of Bloodrun Wine,Heavy Hitters,normal,HVY133,-66.7%,low/listing,,,,,,
Golden Glare,Heavy Hitters,normal,HVY054,-86.7%,low/listing,,,,,,
Good Time Chapeau,Heavy Hitters,normal,HVY055,-86.7%,low/listing,,,,,,
Grandstand Legplates,Heavy Hitters,normal,HVY205,-75.0%,low/listing,,,,,,
Graven Call,Heavy Hitters,normal,HVY245,-81.4%,low/listing,,,,,,
Headliner Helm,Heavy Hitters,normal,HVY202,-60.0%,low/listing,,,,,,
Hearty Block,Heavy Hitters,normal,HVY181,-80.0%,low/listing,,,,,,
Hold 'em (Blue),Heavy Hitters,normal,HVY132,-66.7%,low/listing,,,,,,
Hold 'em (Red),Heavy Hitters,normal,HVY130,-75.0%,low/listing,,,,,,
Hood of Red Sand,Heavy Hitters,normal,HVY099,-86.7%,low/listing,,,,,,
Hot Streak,Heavy Hitters,normal,HVY095,-89.5%,low/listing,,,,,,
"Judge, Jury, Executioner",Heavy Hitters,normal,HVY249,-31.2%,low/listing,,,,,,
Kassai of the Golden Sand,Heavy Hitters,normal,HVY090,-71.7%,low/listing,,,,,,
"Kayo, Armed and Dangerous",Heavy Hitters,normal,HVY001,-50.0%,low/listing,,,,,,
Knucklehead,Heavy Hitters,normal,HVY009,-86.7%,low/listing,,,,,,
Lay Down the Law,Heavy Hitters,normal,HVY063,-80.0%,low/listing,,,,,,
Lead With Heart (Blue),Heavy Hitters,normal,HVY194,-66.7%,low/listing,,,,,,
Lead With Heart (Red),Heavy Hitters,normal,HVY192,-77.8%,low/listing,,,,,,
Lead With Heart (Yellow),Heavy Hitters,normal,HVY193,-75.0%,low/listing,,,,,,
Lead with Power (Blue),Heavy Hitters,normal,HVY154,-71.4%,low/listing,,,,,,
Lead with Power (Red),Heavy Hitters,normal,HVY152,-75.0%,low/listing,,,,,,
Lead with Power (Yellow),Heavy Hitters,normal,HVY153,-75.0%,low/listing,,,,,,
Lead with Speed (Blue),Heavy Hitters,normal,HVY174,-75.0%,low/listing,,,,,,
Lead with Speed (Red),Heavy Hitters,normal,HVY172,-86.7%,low/listing,,,,,,
Lead with Speed (Yellow),Heavy Hitters,normal,HVY173,-75.0%,low/listing,,,,,,
"Luminaris, Angel's Glow",Heavy Hitters,normal,HVY254,+115.0%,low/listing,,,,,,
Lunging Press,Heavy Hitters,normal,HVY234,-77.8%,low/listing,,,,,,
Mighty Windup (Blue),Heavy Hitters,normal,HVY145,,,,,,,,
Mighty Windup (Red),Heavy Hitters,normal,HVY143,-75.0%,low/listing,,,,,,
Mighty Windup (Yellow),Heavy Hitters,normal,HVY144,-75.0%,low/listing,,,,,,
Miller's Grindstone,Heavy Hitters,normal,HVY050,-64.0%,low/listing,,,,,,
Mini Meataxe,Heavy Hitters,normal,HVY007,-86.7%,low/listing,,,,,,
Money Where Ya Mouth Is (Blue),Heavy Hitters,normal,HVY237,-75.0%,low/listing,,,,,,
Money Where Ya Mouth Is (Red),Heavy Hitters,normal,HVY235,-75.0%,low/listing,,,,,,
Money Where Ya Mouth Is (Yellow),Heavy Hitters,normal,HVY236,-71.4%,low/listing,,,,,,
Monstrous Veil,Heavy Hitters,normal,HVY010,-86.7%,low/listing,,,,,,
Nasty Surprise,Heavy Hitters,normal,HVY207,+2.7%,low/listing,,,,,,
No Fear,Heavy Hitters,normal,HVY016,+11.1%,low/listing,,,,,,
"Olympia, Prized Fighter",Heavy Hitters,normal,HVY092,-42.9%,low/listing,,,,,,
Over the Top (Blue),Heavy Hitters,normal,HVY067,-85.7%,low/listing,,,,,,
Over the Top (Red),Heavy Hitters,normal,HVY065,-80.0%,low/listing,,,,,,
Over the Top (Yellow),Heavy Hitters,normal,HVY066,-86.7%,low/listing,,,,,,
Overcome Adversity,Heavy Hitters,normal,HVY201,+0.0%,low/listing,,,,,,
Pack Call (Blue),Heavy Hitters,normal,HVY022,-85.7%,low/listing,,,,,,
Pack Call (Red),Heavy Hitters,normal,HVY020,-86.7%,low/listing,,,,,,
Pack Call (Yellow),Heavy Hitters,normal,HVY021,-80.0%,low/listing,,,,,,
Pack Hunt (Blue),Heavy Hitters,normal,HVY034,-66.7%,low/listing,,,,,,
Pack Hunt (Red),Heavy Hitters,normal,HVY032,-75.0%,low/listing,,,,,,
Pack Hunt (Yellow),Heavy Hitters,normal,HVY033,+0.0%,low/listing,,,,,,
Parry Blade,Heavy Hitters,normal,HVY096,-86.7%,low/listing,,,,,,
Pay Up,Heavy Hitters,normal,HVY208,-62.2%,low/listing,,,,,,
Performance Bonus (Blue),Heavy Hitters,normal,HVY227,-80.0%,low/listing,,,,,,
Performance Bonus (Red),Heavy Hitters,normal,HVY225,-71.4%,low/listing,,,,,,
Performance Bonus (Yellow),Heavy Hitters,normal,HVY226,-75.0%,low/listing,,,,,,
Pint of Strong and Stout,Heavy Hitters,normal,HVY089,-80.0%,low/listing,,,,,,
Pound Town (Blue),Heavy Hitters,normal,HVY037,-75.0%,low/listing,,,,,,
Pound Town (Red),Heavy Hitters,normal,HVY035,-71.4%,low/listing,,,,,,
Pound Town (Yellow),Heavy Hitters,normal,HVY036,-50.0%,low/listing,,,,,,
Primed to Fight,Heavy Hitters,normal,HVY058,+16.0%,low/listing,,,,,,
Prized Galea,Heavy Hitters,normal,HVY098,-80.0%,low/listing,,,,,,
Raise an Army,Heavy Hitters,normal,HVY105,-48.4%,low/listing,,,,,,
Rally the Rearguard (Blue),Heavy Hitters,normal,HVY230,-60.0%,low/listing,,,,,,
Rally the Rearguard (Red),Heavy Hitters,normal,HVY228,-71.4%,low/listing,,,,,,
Rally the Rearguard (Yellow),Heavy Hitters,normal,HVY229,-60.0%,low/listing,,,,,,
Raw Meat,Heavy Hitters,normal,HVY011,-50.0%,low/listing,,,,,,
Rawhide Rumble (Blue),Heavy Hitters,normal,HVY025,-77.8%,low/listing,,,,,,
Rawhide Rumble (Red),Heavy Hitters,normal,HVY023,-85.7%,low/listing,,,,,,
Rawhide Rumble (Yellow),Heavy Hitters,normal,HVY024,-71.4%,low/listing,,,,,,
Reckless Charge,Heavy Hitters,normal,HVY015,-90.0%,low/listing,,,,,,
Reel In,Heavy Hitters,normal,HVY250,-81.4%,low/listing,,,,,,
Reinforce the Line (Blue),Heavy Hitters,normal,HVY221,-80.0%,low/listing,,,,,,
Reinforce the Line (Red),Heavy Hitters,normal,HVY219,-92.0%,low/listing,,,,,,
Reinforce the Line (Yellow),Heavy Hitters,normal,HVY220,-85.7%,low/listing,,,,,,
"Rhinar, Reckless Rampage",Heavy Hitters,normal,HVY003,-69.9%,low/listing,,,,,,
Ripple Away,Heavy Hitters,normal,HVY209,-5.3%,low/listing,,,,,,
Rising Energy (Blue),Heavy Hitters,normal,HVY185,-33.3%,low/listing,,,,,,
Rising Energy (Red),Heavy Hitters,normal,HVY183,-33.3%,low/listing,,,,,,
Rising Energy (Yellow),Heavy Hitters,normal,HVY184,-60.0%,low/listing,,,,,,
Rising Power (Blue),Heavy Hitters,normal,HVY148,-60.0%,low/listing,,,,,,
Rising Power (Red),Heavy Hitters,normal,HVY146,-66.7%,low/listing,,,,,,
Rising Power (Yellow),Heavy Hitters,normal,HVY147,-66.7%,low/listing,,,,,,
Rising Speed (Blue),Heavy Hitters,normal,HVY168,-33.3%,low/listing,,,,,,
Rising Speed (Red),Heavy Hitters,normal,HVY166,,,,,,,,
Rising Speed (Yellow),Heavy Hitters,normal,HVY167,-50.0%,low/listing,,,,,,
Run into Trouble,Heavy Hitters,normal,HVY161,-77.8%,low/listing,,,,,,
Runner Runner,Heavy Hitters,normal,HVY156,+11.0%,low/listing,,,,,,
Seduce Secrets,Heavy Hitters,normal,HVY212,-44.4%,low/listing,,,,,,
Send Packing,Heavy Hitters,normal,HVY012,-36.1%,low/listing,,,,,,
Sheltered Cove,Heavy Hitters,normal,HVY197,-66.7%,low/listing,,,,,,
Shift the Tide of Battle,Heavy Hitters,normal,HVY102,-14.0%,low/listing,,,,,,
Show No Mercy,Heavy Hitters,normal,HVY013,-50.0%,low/listing,,,,,,
Slap-Happy,Heavy Hitters,normal,HVY180,-86.7%,low/listing,,,,,,
Smack of Reality,Heavy Hitters,normal,HVY064,-86.7%,low/listing,,,,,,
Smashback Alehorn,Heavy Hitters,normal,HVY044,-80.0%,low/listing,,,,,,
Sonata Galaxia,Heavy Hitters,normal,HVY251,-25.8%,low/listing,,,,,,
Stacked in Your Favor (Blue),Heavy Hitters,normal,HVY070,-77.8%,low/listing,,,,,,
